iteration,latency_ns
439,219651167
440,214755083
441,214262709
442,220234834
443,204755625
444,220961625
445,219658041
446,225126125
447,217814458
448,213101750
449,211879625
450,214368542
451,211572458
452,222237917
453,210079750
454,216413708
455,215963875
456,204699417
457,214161583
458,207985000
459,217086291
460,211397334
461,215630709
462,209931292
463,212179083
464,209607042
465,213428833
466,211476292
467,222914583
468,213604458
469,216954959
470,211636209
471,210879000
472,207626208
473,210882917
474,214324667
475,224079083
476,211784709
477,210503125
478,208113375
479,208472875
480,206677834
481,207428917
482,212751708
483,209017959
484,213551042
485,210245917
486,214174459
487,215416958
488,206470750
489,219084917
490,210380417
491,219267708
492,208717500
493,213962958
494,235691583
495,216316501
496,213419584
497,212319250
498,205669458
499,222302042
500,207456750
501,216282625
502,212027542
503,206330792
504,209867042
505,211079209
506,210982041
507,213911625
508,216642042
509,217781792
510,206418625
511,207523375
512,211081292
513,207623000
514,210597375
515,207866542
516,211009792
517,202927542
518,215694541
519,213289834
520,222557167
521,219890667
522,220115041
523,213290542
524,210141917
525,213859834
526,217253792
527,210939292
528,215641166
529,219741042
530,217196250
531,215605333
532,210427584
533,212125541
534,206492666
535,206287542
536,220909375
537,216581791
538,207508417
539,219038292
540,222412777
541,208766959
542,215138667
543,210931250
544,210873292
545,210525084
546,209756500
547,205992084
548,206826375
549,205912542
550,213056458
551,210139458
552,206933541
553,205824625
554,229950250
555,210190667
556,216510167
557,216160458
558,215471334
559,215696583
560,213941791
561,220801250
562,212759417
563,201889750
564,209887167
565,208417542
566,208470167
567,211442834
568,205228542
569,209763541
570,207265625
571,217217209
572,211972458
573,206565958
574,208974542
575,217470417
576,214696417
577,211690166
578,205070250
579,206264958
580,210582125
581,216827292
582,209541542
583,205443167
584,217891458
585,210438375
586,208170958
587,212355333
588,219477083
589,206412500
590,205210000
591,212139833
592,210975208
593,210413876
594,226104291
595,215210042
596,205065625
597,208518000
598,218656041
599,205652709
600,212185417
601,215068709
602,206964125
603,212548917
604,204239791
605,211847667
606,222970083
607,224664542
608,209885167
609,211101083
610,207214250
611,209939917
612,212614125
613,207522000
614,208235250
615,209972917
616,206649416
617,216643417
618,203452375
619,203336958
620,208190667
621,214723000
622,211524709
623,207223708
624,213912792
625,209818084
626,217182166
627,210786500
628,211136959
629,209335958
630,212965958
631,216714958
632,215284917
633,212575125
634,207317667
635,205646708
636,212071500
637,208686000
638,214290292
639,217241750
640,208609375
641,214096959
642,212950875
643,225466625
644,205241500
645,205790167
646,216687000
647,216070708
648,222961125
649,208525166
650,213899209
651,213028542
652,204605250
653,213295542
654,212087250
655,207175083
656,216443667
657,217276208
658,213961750
659,219052583
660,207124527
661,213085375
662,206765000
663,222400458
664,212495209
665,205781541
666,236372917
667,206870250
668,209334250
669,205124125
670,208644541
671,208129250
672,208113167
673,214115251
674,202196333
675,222691959
676,207420250
677,205577751
678,210095333
679,215029583
680,204078583
681,227492709
682,214911458
683,221918084
684,217772917
685,212522709
686,228917709
687,204836250
688,212870542
689,213537334
690,206704750
691,206867334
692,207682875
693,207197542
694,212638625
695,207683375
696,205980542
697,218034667
698,211638458
699,209327250
700,210941250
701,211351334
702,215364041
703,209831542
704,209359500
705,211845500
706,220404583
707,215492792
708,207836083
709,200883125
710,210837750
711,205766500
712,207764750
713,212652986
714,215652541
715,209041417
716,216865792
717,207413208
718,205587667
719,205106792
720,216391583
721,222651792
722,216853417
723,204738083
724,210154209
725,215101375
726,217314375
727,207943833
728,210957750
729,208359458
730,221953041
731,216468958
732,213793791
733,211997542
734,203429292
735,208479042
736,206717125
737,212472458
738,215983417
739,201909333
740,208107209
741,207915208
742,218758000
743,211276542
744,209563292
745,215018416
746,205380209
747,208254333
748,215178833
749,211141625
750,211577501
751,213145500
752,210826416
753,199173167
754,222068250
755,212369000
756,212090500
757,212716083
758,216459875
759,220520167
760,214708667
761,203549000
762,211820625
763,207184542
764,224919917
765,207680333
766,202060375
767,205686125
768,228534875
769,203354834
770,217699167
771,213231791
772,210906917
773,207611292
774,228942208
775,202186667
776,212435791
777,215894292
778,237031542
779,303075000
780,261561875
781,214449750
782,218037042
783,206396292
784,215048375
785,215847626
786,214511875
787,231274625
788,221111375
789,207971083
790,205998375
791,232298917
792,210181751
793,213019542
794,205053125
795,200456834
796,211592209
797,217749583
798,208121334
799,216841667
800,214368584
801,211843458
802,209144750
803,209593834
804,222653042
805,207336917
806,224035667
807,215419708
808,223045500
809,229696083
810,206807042
811,213826292
812,212596042
813,214093292
814,210451250
815,217462125
816,209383625
817,200906542
818,220652751
819,204310292
820,215073042
821,205663833
822,212584959
823,212237334
824,220686208
825,213505501
826,206054292
827,212459375
828,211410333
829,206326126
830,213868916
831,208239334
832,227365792
833,218952875
834,206689625
835,213054667
836,220670834
837,218510791
838,206005375
839,212142667
840,230468625
841,209433958
842,216385625
843,215448042
844,212316583
845,237872916
846,226096041
847,223400209
848,208861375
849,213179709
850,211050834
851,208789125
852,204487375
853,209384166
854,210314500
855,222519750
856,218632875
857,221060542
858,211905750
859,209229917
860,214835625
861,206882500
862,198789959
863,214733458
864,206689333
865,218699875
866,212564834
867,207170458
868,214548417
869,224012917
870,215992917
871,212647334
872,213868166
873,211925084
874,203584459
875,217649375
876,216292417
877,215724917
878,209758875
879,216660750
880,219850417
881,218267375
882,219587083
883,213318542
884,216685584
885,204125042
886,217284959
887,213641001
888,219728958
889,271014834
890,217478250
891,218913208
892,200915167
893,212137375
894,215157833
895,212024417
896,207857459
897,217612083
898,213652417
899,215383208
900,207786041
901,214835584
902,202124751
903,215159917
904,234537834
905,225042167
906,207192833
907,222074542
908,217281709
909,218808459
910,213792542
911,215178916
912,216429125
913,230153166
914,203647584
915,218573500
916,215143750
917,212181708
918,212735667
919,216953792
920,212955583
921,209876709
922,208945917
923,220744584
924,220807458
925,216761042
926,210604958
927,209698376
928,219881667
929,204338625
930,211367292
931,214287833
932,218825250
933,229840583
934,216262417
935,212145875
936,210953167
937,217232667
938,212736834
939,223110125
940,221430041
941,222283875
942,210660208
943,204938667
944,210104959
945,206302042
946,201239084
947,212640500
948,204931583
949,210563708
950,216255917
951,212753917
952,221748458
953,206852000
954,202104958
955,206727625
956,216885583
957,207280626
958,206647875
959,216740917
960,207139569
961,222686959
962,215242167
963,207245292
964,206779708
965,202935833
966,207346500
967,210040792
968,210495083
969,224601709
970,209431958
971,214393292
972,212512834
973,217025417
974,210382917
975,205070958
976,264479501
977,226653458
978,291001625
979,213830083
980,218428667
981,212511208
982,301417708
983,223266000
984,227631583
985,288895625
986,215368292
987,207259542
988,219791959
989,216467333
990,208333792
991,212295583
992,213582584
993,206670917
994,220154250
995,207950500
996,216706666
997,214709667
998,207838458
999,218184541
1000,217058750
