iteration,latency_ns
529,45258125
530,74257459
531,51762167
532,50389875
533,48159458
534,58306125
535,56105458
536,53844708
537,55174959
538,50763292
539,57744333
540,53204584
541,51731958
542,58840500
543,58287375
544,52273417
545,58589375
546,52385792
547,62362083
548,59864375
549,60698958
550,57320334
551,62396417
552,57510584
553,55139917
554,54043708
555,52513541
556,58013291
557,66000458
558,61872750
559,58455875
560,51550542
561,53013250
562,48387500
563,54952250
564,46691834
565,47528541
566,48431792
567,52625250
568,54167500
569,56178208
570,60804334
571,63179291
572,57375250
573,45308292
574,52990166
575,61319666
576,53630292
577,55764750
578,61485625
579,61131000
580,52630042
581,50029708
582,59397208
583,52947833
584,51677666
585,54128333
586,52038750
587,52409250
588,60151208
589,52350167
590,53483166
591,54232500
592,53883875
593,53169500
594,52308708
595,57390166
596,60229875
597,44869584
598,47317250
599,56705125
600,56842209
601,61620833
602,53224584
603,60859458
604,53659250
605,56357125
606,52595292
607,53143083
608,57157875
609,72824375
610,61736500
611,57370166
612,56362542
613,56563792
614,53766167
615,48207750
616,63110500
617,63456542
618,58060208
619,59714917
620,55393041
621,58316916
622,57299917
623,52217958
624,57721209
625,57330875
626,58369083
627,60987875
628,51283334
629,50642083
630,47676083
631,54927000
632,51991541
633,60151083
634,56096250
635,57800000
636,54015167
637,53687750
638,52386542
639,61585833
640,53290042
641,60800250
642,51712500
643,54357167
644,43383000
645,59489750
646,53144333
647,57278583
648,52000875
649,44749750
650,53802750
651,56854584
652,53300542
653,52607625
654,52797250
655,52728708
656,54383458
657,52375208
658,53464125
659,53721500
660,52757042
661,53240042
662,52811708
663,52232583
664,60771584
665,57928625
666,70086166
667,54827458
668,52818958
669,51736209
670,54155833
671,52174125
672,53104083
673,54996625
674,53630792
675,57135458
676,74262375
677,53810042
678,57405666
679,56382416
680,58642417
681,69456792
682,55168208
683,50170333
684,60736208
685,55100542
686,51676458
687,60175833
688,63859626
689,59396291
690,70809083
691,45702584
692,52241625
693,63133667
694,54203708
695,52966417
696,58938416
697,55075208
698,57113958
699,57637583
700,58255750
701,52154917
702,66687333
703,49996542
704,63303041
705,67143209
706,69152250
707,55120834
708,54546250
709,54960417
710,61981167
711,62877792
712,62710334
713,65292167
714,71025042
715,47537041
716,54702042
717,67201458
718,57783167
719,55614208
720,56017416
721,59264583
722,50774500
723,54179709
724,49404125
725,53972542
726,65109875
727,55371291
728,60811459
729,61827375
730,69746083
731,66761542
732,52297459
733,53706166
734,61762792
735,57307125
736,60192833
737,54964292
738,61028500
739,64388084
740,50974583
741,55182750
742,52645000
743,48953042
744,61079417
745,55862125
746,59118167
747,49041417
748,57771833
749,56966583
750,42912833
751,58690084
752,49272541
753,53423250
754,65654250
755,44011541
756,53754917
757,47461333
758,58076167
759,61293042
760,62057834
761,52338500
762,64599708
763,48878292
764,57052834
765,53262750
766,53157375
767,57605667
768,65196750
769,58510667
770,55636958
771,43253958
772,62113750
773,52149292
774,57284375
775,58469250
776,47860917
777,59249542
778,46141250
779,66616167
780,57809416
781,57848750
782,54927084
783,60040834
784,58421125
785,46249292
786,49593542
787,52467708
788,49954208
789,50812625
790,53635625
791,54237416
792,61866291
793,53275583
794,55305875
795,57832583
796,59491166
797,55567750
798,59953333
799,45974250
800,52683750
801,56882500
802,58433875
803,56605500
804,61744125
805,68290334
806,62536250
807,56528166
808,55235375
809,54475126
810,56991875
811,50341375
812,52817083
813,49030000
814,60677000
815,57861375
816,70566791
817,44500333
818,53296083
819,49443333
820,51327583
821,53211542
822,52869834
823,53285875
824,52733417
825,52945042
826,53670833
827,51679708
828,45559958
829,50212500
830,50337250
831,53129500
832,54342333
833,69157791
834,49336708
835,58209167
836,48231875
837,51605333
838,58982708
839,59410667
840,58634916
841,54936333
842,52742416
843,61694083
844,65176500
845,68664041
846,63013792
847,61064959
848,47530792
849,65931417
850,53009292
851,47911833
852,62234333
853,57160917
854,49763417
855,55405375
856,55839541
857,61588458
858,51913625
859,55990083
860,54463917
861,52564250
862,54404083
863,63800125
864,56202542
865,62821166
866,60285708
867,63177083
868,57907958
869,57033542
870,52855792
871,56186708
872,62818875
873,61747875
874,57432667
875,51122041
876,67103500
877,51775083
878,50218209
879,57117833
880,60468792
881,61599750
882,61592875
883,54806750
884,46381083
885,54155250
886,73469875
887,64057042
888,52804792
889,51186500
890,57752625
891,54888125
892,58277208
893,64513542
894,65020209
895,54836542
896,61188750
897,57827792
898,53279875
899,56585208
900,62887958
901,49307417
902,62171125
903,62078667
904,43197792
905,56241959
906,49106875
907,52739292
908,59593917
909,73304334
910,58499417
911,49815417
912,56327125
913,65993666
914,47009541
915,54960042
916,53377916
917,51047542
918,56607584
919,56525542
920,48361916
921,55889917
922,55327250
923,52584875
924,57528958
925,49239584
926,53064959
927,66175458
928,47516417
929,58314375
930,55961167
931,57217708
932,104191250
933,50659833
934,71990084
935,58833542
936,61781458
937,64344833
938,51313500
939,54160125
940,61021917
941,50209958
942,55218167
943,50345208
944,73244209
945,59805500
946,47008333
947,47228959
948,57927541
949,62380666
950,50468792
951,52427417
952,62718917
953,60466417
954,56964459
955,56313958
956,54830500
957,71673583
958,66360917
959,43675250
960,60116750
961,54679125
962,53719625
963,63327083
964,42268125
965,48831041
966,57365666
967,53274584
968,58141959
969,48582375
970,50220541
971,60149916
972,58684500
973,59034459
974,66892458
975,56980958
976,56142417
977,57157459
978,52048333
979,65475875
980,49682459
981,54311166
982,51635125
983,58371583
984,47319334
985,49265958
986,51784542
987,54485250
988,48559917
989,45593541
990,60620542
991,52078125
992,57740626
993,47797833
994,48817583
995,58228792
996,53985250
997,57566959
998,61138834
999,46407250
1000,54838792
1,207088125
2,212584167
3,217904834
4,217708167
5,214876500
6,253178667
7,216341000
8,221845376
9,223825375
10,212775709
11,216071125
12,210533833
13,210272444
14,221635542
15,220040875
16,217845375
17,211287291
18,216982541
1,215959833
2,219102833
3,218480125
4,216078626
5,215414209
6,225941208
7,214138333
8,217555583
9,225956500
10,217044917
11,217035417
12,220993500
13,216892958
14,211796125
15,226615917
16,223649959
17,218480958
18,218940916
19,203344459
20,215200625
21,215139708
22,217215791
23,215685875
24,221451334
25,213947500
26,214756875
27,211830750
28,221960041
29,213749792
30,214378583
31,209699667
32,218893250
33,221307750
34,218473459
35,218627251
36,209136126
37,219213417
38,215907958
39,215385166
40,216143208
41,215535542
42,219337375
43,221495541
44,225605333
45,216279875
46,210808319
47,222381167
48,223512875
49,212795875
50,224338959
51,218487458
52,211271750
53,217487208
54,217394542
55,216268750
56,220964792
57,216315167
58,218244042
59,209617833
60,205979000
61,214205042
62,220456042
63,209958417
64,211515584
65,209084834
66,212614208
67,217231334
68,217707125
69,212771500
70,218009667
71,209686542
72,224523833
73,225052292
74,218142375
75,217619751
76,205517875
77,218330916
78,212315416
79,218092709
80,219679750
81,217234458
82,210513250
83,216792583
84,219616583
85,209675541
86,210677000
87,222161709
88,210196166
89,212293875
90,215365750
91,209381209
92,220588584
93,211429292
94,218559625
95,214021167
96,215149000
97,227316083
98,213164792
99,208264667
100,210769250
101,216233417
102,210028542
103,210350334
104,213902958
105,213212625
106,224390333
107,216041416
108,209992125
109,227578875
110,217202834
111,221653042
112,209473125
113,221441667
114,217823959
115,206978042
116,210478417
117,219803292
118,210958584
119,213757542
120,216157209
121,211312375
122,210894500
123,226154751
124,215357750
125,222391208
126,210507750
127,211665500
128,210480375
129,209622750
130,214674375
131,216594500
132,215478083
133,205354125
134,219896833
135,206005584
136,214215834
137,223075958
138,217988125
139,214592583
140,215985458
141,210820833
142,218771833
143,210498501
144,210043666
145,223907750
146,221734750
147,218390500
148,207250292
149,217294583
150,209495209
151,214892334
152,214992458
153,219479708
154,227266250
155,212398042
156,205741625
157,213450875
158,212398375
159,225099458
160,205415459
161,216969167
162,209820500
163,211596000
164,213775416
165,216350458
166,215893626
167,208964667
168,216385875
169,210513500
170,213195417
171,214884291
172,212133375
173,212398667
174,214944417
175,219375708
176,221252959
177,219837666
178,227364251
179,225568042
180,213248875
181,226248584
182,215358334
183,211931375
184,213734375
185,215630792
186,216974583
187,210823500
188,220670917
189,225396000
190,215885916
191,217903126
192,211685042
193,213240875
194,217965958
195,216957709
196,218081333
197,220573708
198,223963750
199,213204292
200,216497875
201,555181667
202,208030958
203,218627542
204,214423000
205,216856625
206,217653708
207,213133917
208,214597694
209,223827250
210,213524542
211,212723625
212,230871667
213,214270792
214,216363584
215,212768708
216,218257334
217,211843292
218,215433584
219,223886958
220,222679458
221,213104166
222,213672542
223,214255125
224,219305626
225,228942250
226,227709333
227,220302208
228,221998334
229,222697209
230,212650458
231,214268833
232,222173417
233,221639334
234,215278916
235,213489042
236,221686333
237,220360792
238,216628792
239,208589458
240,231749209
241,214389750
242,218607584
243,221354042
244,209964375
245,212259792
246,225959167
247,213655375
248,208142834
249,228961166
250,219829125
251,218637500
252,226893334
253,211739833
254,211044583
255,213637959
256,228290459
257,210204375
258,217950500
259,227098375
260,213934417
261,213035958
262,222460125
263,213400417
264,223082875
265,214191125
266,216525000
267,210957917
268,208435833
269,214302042
270,218566250
271,223094250
272,228452083
273,217780000
274,226574792
275,211175042
276,222084709
277,229723667
278,223214875
279,205520583
280,222503792
281,215423958
282,209576375
283,223859000
284,216149792
285,218652375
286,237229000
287,221714167
288,215045375
289,229545208
290,227377292
291,212790000
292,216549208
293,209698833
294,214876250
295,211936250
296,215765625
297,219549833
298,225466042
299,217357375
300,221858875
301,222557542
302,227607000
303,216042792
304,218046708
305,216684042
306,212416417
307,221269917
308,209170417
309,214887208
310,226711708
311,220955084
312,213421208
313,214913000
314,217149334
315,225018250
316,212439833
317,225477292
318,210586709
319,213554001
320,213087917
321,215787833
322,212115250
323,225539375
324,211548583
325,226996125
326,217614083
327,205578652
328,229407167
329,211205625
330,212089583
331,210966709
332,214573292
333,211157333
334,213155500
335,231354292
336,225241625
337,210714833
338,213916167
339,216511459
340,217497501
341,214729458
342,217607417
343,226984292
344,230479125
345,222558000
346,213512708
347,214184750
348,218909958
349,216605625
350,210657500
351,235066625
352,210223125
353,212510709
354,211609208
355,207444917
356,212335083
357,220883666
358,227866417
359,215042000
360,205172875
361,231161791
362,231357084
363,220106792
364,211702041
365,218151167
366,231809583
367,215203417
368,214601000
369,213753333
370,211351041
371,213744583
372,223856958
373,225166375
374,224992209
375,211233917
376,211282500
377,213548625
378,213768417
379,219696042
380,222838667
381,214587500
382,228045792
383,223945125
384,218255292
385,219107583
386,213981167
387,229386625
388,212652542
389,226393500
390,228320375
391,217873125
392,216198958
393,209691792
394,215968792
395,209476417
396,206881417
397,214549708
398,220586208
399,217867958
400,213834083
401,211303750
402,215608708
403,212209292
404,217672500
405,212173417
406,210695625
407,212425125
408,215892583
409,215805667
410,216490792
411,227890042
412,212278709
413,218374250
414,215053834
415,217098083
416,218120501
417,208663542
418,210106875
419,222388000
420,205847375
421,223499001
422,212401375
423,213589292
424,222309000
425,214498583
426,212284042
427,224604250
428,223577458
429,218832917
430,221555291
431,209737209
432,223036292
433,223864292
434,216773875
435,212170166
436,214218666
437,210712792
438,219910041
439,218440208
440,226278542
441,214041375
442,240534667
443,209534292
444,222571375
445,210575000
446,220175625
447,210936417
448,220708667
449,216912375
450,219235375
451,205813959
452,216783250
453,210019751
454,223352876
455,222894667
456,225306750
457,211687376
458,214649834
459,225490500
460,219763250
461,212729584
462,210740667
463,222463417
464,224146750
465,213928291
466,221647875
467,222932959
468,231023167
469,235622042
470,218331875
471,226501334
472,215534958
473,227336208
474,213201625
475,209832208
476,223286041
477,213848875
478,214094833
479,232974792
480,221681167
481,227415833
482,226841750
483,221561459
484,217067583
485,227573792
486,220297459
487,223898125
488,211158542
489,215486167
490,225786125
491,216182625
492,220867000
493,210830250
494,220523250
495,227880125
496,231372708
497,214455291
498,214287500
499,215133875
500,208151084
501,217646292
502,223204833
503,212884917
504,212957125
505,214117292
506,219198834
507,221541667
508,225573666
509,207352667
510,220530334
511,212060250
512,224340959
513,214286958
514,209774625
515,209325542
516,208078125
517,208882416
518,214850875
519,225836000
520,219925375
521,216141583
522,224775875
523,211728958
524,224824250
525,216547751
526,215490042
527,216155042
528,214213583
529,212654583
530,216921000
531,213150667
532,219976375
533,211617750
534,225853791
535,213259458
536,212748333
537,223670958
538,219189375
539,227955750
540,222710708
541,213864084
542,224304459
543,212274750
544,217506166
545,214333500
546,214856708
547,228740750
548,219294666
549,222016459
550,218471958
551,211421917
552,218303959
553,210011417
554,212754375
555,216668583
556,219891667
557,222461792
558,219186041
559,225570666
560,219754875
561,215482375
562,219418542
563,216801584
564,222100084
565,209768792
566,215658208
567,207272376
568,212317500
569,212422625
570,212663791
571,225799875
572,214630500
573,221175250
574,212981292
575,225280792
576,208209125
577,212445792
578,207707416
579,210278041
580,222192292
581,213916750
582,218116125
583,214062958
584,224141625
585,218061250
586,220519959
587,212090125
588,217715709
589,211680125
590,213239458
591,214320583
592,209084916
593,220059792
594,218190125
595,213700625
596,219997000
597,213519042
598,223048375
599,215533167
600,215472667
601,214545459
602,209364334
603,230711041
604,217068125
605,408836583
606,214678542
607,210769459
608,203880666
609,221245625
610,214822709
611,214607167
612,213664500
613,226394000
614,214057542
615,218114834
616,210596916
617,215104833
618,211177417
619,215887541
620,212064208
621,224018000
622,208813626
623,219831750
624,224537125
625,225480708
626,212076292
627,212536458
628,224925083
629,217484792
630,207891375
631,224936667
632,239509667
633,231781917
634,215261959
635,226668459
636,211908667
637,224089792
638,210743166
639,211683583
640,218108000
641,210171250
642,206863500
643,208059125
644,223714167
645,214741708
646,219114084
647,212455792
648,218563875
649,214644875
650,216635125
651,212862625
652,212584292
653,214986333
654,219982751
655,213402666
656,215617166
657,223862167
658,221882375
659,211027958
660,208401667
661,227046583
662,212056125
663,214700500
664,212623250
665,212523083
666,214317375
667,208495875
668,220010667
669,218044334
670,206996208
671,218238917
672,215123208
673,214217209
674,212366625
675,218506334
676,222459250
677,220191958
678,215834250
679,221625333
680,211901083
681,209459000
682,215535709
683,214822042
684,216095792
685,212706625
686,211366709
687,215893417
688,209520417
689,210432625
690,219164750
691,215257084
692,224523417
693,219463542
694,213961625
695,227825292
696,222052209
697,229352708
698,220308500
699,220126125
700,214804819
701,208869792
702,223015917
703,218537875
704,215799251
705,212347709
706,213394209
707,224257292
708,212888459
709,225863209
710,216245042
711,215907125
712,215037750
713,217674375
714,216828667
715,219834500
716,223097875
717,215766708
718,227606666
719,229061542
720,225481375
721,217326917
722,211055834
723,214681875
724,217346458
725,212267125
726,222700208
727,211938791
728,224294542
729,207302583
730,224566959
731,223429333
732,212933001
733,217694458
734,213828958
735,214474250
736,212193625
737,213244834
738,230930750
739,224342375
740,217273000
741,230114334
742,214099750
743,209019542
744,218240500
745,229516208
746,214534291
747,213981042
748,218213709
749,209863125
750,216916000
751,221950042
752,218176251
753,221050167
754,226897958
755,211281500
756,226848875
757,213808000
758,221821542
759,210891251
760,213247000
761,221729500
762,215907917
763,229299417
764,218264833
765,212866208
766,220100500
767,228609334
768,228766708
769,209750291
770,225822084
771,211706417
772,216901125
773,220731209
774,225628833
775,218133667
776,235578042
777,311439542
778,229175834
779,225013542
780,223191417
781,215272292
782,222118833
783,210606291
784,215016166
785,216307041
786,216656959
787,215047833
788,218219084
789,208059459
790,218769250
791,215374500
792,212043250
793,219476501
794,210271958
795,211029833
796,223181166
797,221720667
798,215813126
799,214324542
800,220992542
801,213914375
802,234128333
803,221379583
804,224398417
805,217460125
806,225278042
807,221771875
808,214468708
809,227853000
810,226534833
811,221969709
812,214593041
813,220152375
814,213978084
815,213930875
816,217775000
817,217718333
818,219766917
819,217027834
820,233709958
821,210649791
822,214693084
823,223838333
824,214103667
825,230045625
826,223029667
827,216721167
828,213926000
829,214240166
830,214988709
831,226443625
832,219923750
833,213520000
834,227584250
835,206747625
836,222181709
837,222556875
838,222050417
839,226873750
840,220376291
841,214975250
842,214421959
843,220091125
844,219784834
845,208172833
846,230796583
847,219619083
848,224985709
849,217646834
850,213394584
851,227563750
852,226027208
853,207789458
854,223564500
855,216461667
856,221322875
857,216453708
858,211354500
859,216147834
860,215687292
861,219309459
862,217596625
863,228706417
864,209436500
865,224254167
866,221902125
867,222858376
868,228427166
869,214184542
870,212160750
871,223733834
872,214099875
873,217795459
874,223705000
875,217529292
876,225378459
877,226612541
878,220378001
879,222178417
880,219163667
881,224466250
882,218606250
883,218772625
884,215004292
885,225282792
886,253897792
887,220133125
888,310652875
889,216842251
890,308468209
891,225012125
892,215743958
893,222123042
894,222816500
895,216615861
896,219250541
897,221275209
898,216655167
899,223082958
900,219076250
901,210828875
902,221832917
903,221118791
904,215925500
905,227801208
906,228127625
907,233826875
908,226256361
909,215464042
910,215023333
911,225983500
912,217506292
913,216031708
914,222168791
915,217944625
916,220930459
917,223788167
918,212305875
919,224205958
920,223311292
921,211798834
922,221242167
923,227122333
924,222942625
925,212956750
926,213059041
927,225388917
928,219432083
929,224579250
930,219806500
931,215849958
932,216662209
933,223716584
934,229943666
935,219037208
936,213624042
937,223321375
938,210897000
939,215726583
940,212224416
941,217509417
942,223617834
943,216108500
944,220086959
945,222990708
946,212581459
947,214346000
948,216999916
949,215851375
950,223360126
951,223038375
952,219704083
953,213657791
954,217418125
955,211810750
956,218816625
957,212808209
958,217362626
959,215254209
960,218769916
961,222397958
962,219005625
963,214511583
964,226414292
965,210985917
966,216265500
967,224480333
968,217428542
969,225106709
970,220176000
971,213672042
972,215418458
973,212926375
974,212600417
975,231838791
976,242930917
977,216720667
978,209417625
979,221614125
980,217806292
981,216547000
982,299071334
983,217819875
984,211843084
985,230030792
986,215612000
987,217663667
988,224103250
989,221910458
990,216496834
991,212356750
992,233549875
993,211645917
994,215514833
995,211985292
996,214025459
997,224865833
998,227087375
999,218830750
1000,221328292
