iteration,latency_ns
302,57684709
303,55253041
304,57117583
305,52847167
306,53101083
307,47933041
308,48844166
309,53708459
310,47569500
311,49057125
312,53238500
313,43529126
314,50008750
315,41067708
316,48891750
317,45860166
318,51440208
319,49879375
320,50195500
321,53074375
322,48511833
323,58151958
324,55903833
325,52087166
326,53798958
327,51774667
328,67297625
329,55241250
330,58380291
331,53033375
332,52608375
333,54024875
334,45339083
335,52499459
336,53153458
337,68504916
338,51351375
339,44239833
340,52860292
341,61759375
342,53484209
343,54675042
344,46147625
345,59369250
346,62877250
347,67969875
348,61585333
349,53034000
350,58076791
351,54416917
352,51731959
353,53238917
354,48975458
355,51687500
356,59290750
357,51567666
358,57092708
359,48142792
360,46567750
361,49349083
362,52849333
363,64365791
364,61126791
365,48370292
366,61658916
367,55023250
368,55840584
369,56004791
370,53569708
371,106531250
372,57935500
373,98193583
374,53084917
375,136763250
376,56560500
377,137835250
378,62373500
379,67180500
380,52931000
381,141082833
382,57926250
383,136554209
384,55820625
385,48611458
386,53274708
387,56015833
388,141971250
389,55284250
390,132710083
391,54152167
392,53942209
393,44586292
394,49155250
395,131825417
396,57585666
397,138459792
398,54546917
399,48870041
400,53125167
401,132055042
402,67350875
403,153268916
404,50084166
405,50583708
406,46172208
407,150094167
408,48746125
409,50436833
410,138933833
411,54656208
412,52110041
413,57093500
414,138602083
415,52265292
416,137401417
417,51622042
418,51361583
419,54411500
420,148604625
421,48406000
422,51292750
423,127588209
424,53142375
425,61700375
426,50423209
427,147073750
428,50562250
429,149098666
430,52679458
431,53786334
432,48462916
433,143407125
434,58338167
435,137177875
436,63693166
437,54623708
438,49045125
439,51395791
440,140741042
441,57533125
442,139523111
443,43286541
444,53330500
445,61026500
446,149045625
447,55154291
448,135283167
449,52920250
450,62089625
451,67730042
452,144013542
453,55645291
454,150111959
455,51306875
456,65937583
457,52726500
458,149433917
459,56220209
460,138937208
461,53055583
462,54030708
463,49374833
464,142311500
465,59000333
466,134393958
467,51368834
468,56908125
469,58920833
470,55622750
471,133936167
472,47956416
473,138426667
474,46614917
475,55457458
476,52560667
477,145592750
478,61816875
479,134160500
480,60626625
481,56648375
482,53532333
483,56866959
484,141546667
485,147841750
486,47307500
487,63349875
488,52128709
489,54923667
490,137061583
491,44739458
492,139984084
493,50204834
494,58095791
495,54515125
496,141999959
497,53403500
498,140622708
499,47625917
500,57512875
501,54226333
502,55052917
503,136735250
504,60320792
505,121548875
506,56978084
507,50599917
508,50600041
509,52820334
510,141569292
511,64890542
512,48909167
513,52675958
514,58249583
515,53028917
516,49720083
517,48841125
518,46149417
519,44085958
520,49535417
521,54943333
522,56965000
523,56997834
524,49839541
525,48641625
526,53185584
527,43285167
528,55582666
529,47123125
530,54421292
531,60435833
532,61680459
533,49596709
534,53798041
535,50634208
536,56982875
537,56744041
538,47700209
539,45590708
540,57318959
541,50296792
542,56368917
543,58130167
544,55015541
545,50192917
546,51296916
547,48522334
548,60257792
549,58166708
550,44377000
551,43139333
552,53567458
553,57174250
554,55327958
555,56808000
556,51766875
557,60935750
558,50491583
559,52630291
560,51983625
561,49872042
562,54041792
563,58157416
564,55898375
565,51214375
566,49535875
567,57951667
568,52187500
569,54308791
570,52083334
571,58578542
572,51024292
573,54269417
574,57976792
575,48217750
576,62254084
577,56479958
578,62386875
579,52973875
580,49245209
581,47856750
582,47672083
583,50124167
584,55194417
585,46827416
586,55570625
587,58392208
588,54405167
589,48446250
590,50225833
591,47289459
592,58007875
593,51463709
594,61051209
595,55916625
596,53316958
597,49215750
598,47926583
599,48146250
600,53378584
601,53860667
602,62149250
603,49432542
604,56744209
605,47415250
606,54126375
607,47804709
608,58774708
609,43942292
610,57001375
611,54022584
612,56308375
613,55729458
614,58814417
615,52036541
616,54328000
617,54166334
618,48259125
619,57621625
620,50191292
621,51278250
622,52696208
623,47706625
624,63810958
625,61952000
626,52685167
627,48334750
628,61690125
629,60818792
630,55506542
631,55070375
632,54832709
633,56936792
634,52004292
635,52324292
636,63313250
637,51379208
638,57064000
639,52912667
640,63452500
641,54612959
642,48066708
643,44652667
644,52656375
645,55286000
646,49636959
647,46067625
648,54334875
649,63617125
650,52903083
651,49541417
652,57832126
653,56615041
654,54156583
655,60519208
656,55041875
657,55970250
658,49076292
659,56266583
660,50994750
661,56455166
662,51977041
663,55256375
664,55721959
665,62710625
666,52625584
667,51482333
668,44371292
669,42503125
670,44475500
671,47406375
672,53361833
673,49236250
674,53739500
675,45880375
676,55616709
677,61670542
678,66872459
679,54740875
680,50024792
681,49387000
682,53260250
683,62440625
684,53185084
685,42452167
686,53956458
687,62221959
688,52610000
689,50213167
690,55049292
691,51870250
692,50873667
693,47887500
694,54714750
695,52650792
696,48010292
697,56717042
698,65980875
699,52272625
700,58095958
701,45594667
702,54989375
703,48988917
704,45374292
705,53222584
706,55074000
707,59649709
708,52723458
709,46360042
710,45861584
711,57562708
712,53158209
713,57353416
714,41996459
715,58022667
716,47919125
717,53534292
718,44097792
719,58748000
720,61302541
721,53129292
722,47779833
723,48038041
724,55167416
725,57815208
726,50487417
727,51171500
728,53173250
729,52564334
730,53458833
731,54758959
732,47344125
733,53127291
734,48485459
735,57787125
736,47516625
737,53640416
738,58734834
739,61199458
740,44138792
741,50288292
742,58870292
743,48313001
744,53070792
745,58959834
746,54074583
747,62238125
748,60689583
749,57251125
750,44696750
751,53310125
752,48822583
753,44998667
754,53408292
755,69619042
756,51823625
757,48535042
758,46083833
759,60486000
760,58082125
761,57378666
762,54071500
763,47752083
764,54739958
765,40248625
766,53316541
767,51372125
768,52699875
769,51208167
770,52205542
771,49982542
772,51990500
773,56627333
774,50390375
775,51052500
776,53671167
777,52307708
778,58190083
779,56717417
780,50218917
781,56912000
782,47810250
783,57947084
784,64969791
785,48570375
786,56690875
787,55591291
788,50947250
789,53019917
790,56827084
791,60072959
792,47608166
793,55443791
794,53946167
795,55542625
796,56408666
797,52675083
798,49700333
799,65225250
800,50940709
801,53268209
802,49011541
803,47970666
804,52829583
805,52345667
806,52517292
807,54549084
808,51943583
809,48919250
810,49742708
811,53365709
812,51231833
813,48687833
814,57289916
815,54102834
816,47712917
817,51011000
818,50264833
819,51090375
820,53771250
821,52694959
822,53046416
823,52225709
824,49163959
825,56776541
826,55921667
827,61014292
828,52099708
829,47799500
830,54446833
831,52574084
832,52259375
833,50814917
834,51523583
835,52658459
836,57778709
837,52916625
838,61577917
839,57350625
840,52112000
841,45645875
842,47562250
843,53446375
844,52734292
845,51603166
846,45069000
847,52865541
848,56258334
849,53410500
850,50299459
851,54369417
852,60271416
853,51060375
854,43367750
855,53237041
856,46633458
857,58343750
858,52749833
859,57285667
860,47849250
861,53443875
862,53771500
863,53090083
864,50084791
865,54283917
866,50001625
867,49309292
868,50346292
869,53226958
870,59448334
871,58138041
872,55675167
873,45565000
874,57537541
875,43066000
876,52253250
877,50446792
878,52663292
879,57809667
880,48021500
881,55203083
882,52120792
883,49855583
884,49557583
885,49346417
886,48005417
887,51265666
888,45332542
889,43291375
890,49174166
891,39309167
892,54714583
893,48718917
894,53614875
895,51233292
896,53114042
897,53267500
898,53613959
899,49528542
900,57778292
901,51382750
902,51488958
903,49073458
904,53249542
905,51036500
906,52959958
907,60911750
908,51109792
909,46044083
910,48854084
911,45920208
912,51586792
913,54180083
914,60075250
915,51288916
916,64302000
917,50524791
918,57812167
919,54001458
920,53108542
921,46772458
922,49654709
923,51605083
924,49830208
925,54022625
926,50709500
927,54176417
928,47158416
929,54137375
930,56283250
931,53172833
932,49781584
933,53439125
934,53909791
935,60815334
936,49203042
937,57638916
938,56295792
939,57563416
940,50159291
941,53238625
942,57657792
943,52331166
944,56509125
945,48641708
946,48180209
947,57997417
948,49331083
949,47593334
950,53035583
951,50434542
952,48137250
953,58122583
954,61861584
955,50220375
956,57104375
957,51983834
958,52722208
959,55372333
960,56993166
961,53608375
962,49835125
963,59504945
964,48749625
965,63715291
966,58513625
967,52633125
968,50669916
969,55879959
970,50388583
971,56222375
972,55719333
973,55611833
974,52764583
975,53534500
976,54057001
977,55063625
978,65342209
979,53208000
980,57217500
981,45162000
982,52014375
983,51921750
984,59541250
985,56732417
986,50247667
987,48826250
988,49441750
989,47006917
990,48374958
991,48589292
992,51529042
993,60025750
994,63621542
995,57403584
996,54858125
997,56755292
998,58594583
999,58118083
1000,54297959
